#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0649805                   0.0617855
         2                   0.0708207                   0.0669591
         3                     0.06502                   0.0623985
         4                   0.0723645                   0.0655875
         5                   0.0781995                     0.07405
         6                   0.0711774                   0.0690657
         7                   0.0677629                   0.0651236
         8                   0.0706151                   0.0673319
         9                   0.0681543                   0.0626623
        10                   0.0651016                   0.0619989
        11                   0.0662544                   0.0636795
        12                   0.0682377                   0.0647228
        13                   0.0700065                   0.0668133
        14                   0.0598019                   0.0557283
        15                   0.0661945                    0.062224
        16                    0.074593                   0.0711662
        17                   0.0673842                   0.0636013
        18                   0.0661258                   0.0628422
        19                   0.0702847                   0.0668091
        20                   0.0724574                   0.0694885
        21                   0.0660295                   0.0639763
        22                   0.0691304                   0.0639368
        23                   0.0629173                   0.0584226
        24                    0.063429                    0.058474
        25                   0.0648115                    0.063257
        26                   0.0660995                   0.0630382
        27                   0.0680213                   0.0653115
        28                   0.0663803                    0.062604
        29                   0.0699128                   0.0661309
        30                   0.0646165                   0.0602347
        31                   0.0690922                   0.0649583
        32                   0.0668153                    0.064895
        33                   0.0686703                   0.0643941
        34                   0.0644655                   0.0612859
        35                   0.0644053                   0.0627771
        36                   0.0665545                   0.0631874
        37                   0.0652011                   0.0602964
        38                   0.0690845                   0.0654572
        39                   0.0726797                   0.0693889
        40                   0.0660283                   0.0635991
        41                   0.0662116                   0.0646315
        42                   0.0650697                   0.0633086
        43                   0.0728958                   0.0703935
        44                   0.0631107                   0.0593472
        45                   0.0676305                   0.0632222
        46                   0.0716841                   0.0684383
        47                   0.0661261                   0.0610116
        48                   0.0638879                   0.0612443
        49                   0.0750497                   0.0705795
        50                   0.0702379                     0.06701
        51                   0.0704449                   0.0684112
        52                   0.0715105                   0.0682137
        53                   0.0750479                   0.0708739
        54                   0.0644688                   0.0607722
        55                   0.0748959                   0.0729309
        56                   0.0676785                   0.0644969
        57                   0.0629966                    0.057632
        58                   0.0642268                   0.0612934
        59                   0.0673297                   0.0649554
        60                   0.0627666                   0.0583223
        61                   0.0627316                   0.0585317
        62                   0.0719201                   0.0679544
        63                   0.0735119                   0.0705355
        64                   0.0717572                   0.0685095
        65                   0.0630595                    0.060998
        66                   0.0661619                   0.0647095
        67                   0.0721615                   0.0680791
        68                   0.0697087                    0.066119
        69                   0.0763073                   0.0714383
        70                   0.0637306                   0.0590312
        71                   0.0679782                   0.0645222
        72                   0.0607099                   0.0554132
        73                   0.0703727                   0.0671021
        74                   0.0654592                   0.0621664
        75                   0.0745319                    0.070649
        76                   0.0664561                   0.0636152
        77                   0.0674643                   0.0631751
        78                   0.0735998                   0.0699652
        79                   0.0667712                   0.0629683
        80                   0.0653412                   0.0623407
        81                   0.0626676                    0.059313
        82                   0.0681426                    0.063844
        83                   0.0652533                   0.0629406
        84                   0.0652647                   0.0619659
        85                    0.067911                   0.0651397
        86                   0.0653563                   0.0620734
        87                   0.0709945                   0.0684274
        88                   0.0636837                   0.0604858
        89                   0.0718322                   0.0693599
        90                   0.0696801                   0.0652516
        91                   0.0644972                   0.0598635
        92                   0.0673783                   0.0629899
        93                   0.0648831                   0.0606713
        94                   0.0667366                   0.0627533
        95                   0.0662884                   0.0599303
        96                   0.0656058                   0.0632904
        97                   0.0685512                   0.0647513
        98                   0.0614486                   0.0579069
        99                   0.0713221                   0.0661845
       100                   0.0662689                   0.0618509
       101                   0.0744767                   0.0696825
       102                   0.0660687                   0.0631673
       103                   0.0649654                   0.0626475
       104                    0.068233                   0.0627234
       105                   0.0662483                   0.0622538
       106                   0.0683614                   0.0649052
       107                   0.0664172                   0.0643134
       108                   0.0673466                   0.0637145
       109                   0.0642828                   0.0610157
       110                   0.0664243                   0.0599803
       111                   0.0696369                   0.0660169
       112                    0.070436                   0.0669445
       113                   0.0622584                   0.0601886
       114                   0.0715707                   0.0666018
       115                   0.0686762                    0.064572
       116                   0.0615597                   0.0588313
       117                   0.0681833                   0.0639264
       118                   0.0719762                   0.0686289
       119                   0.0603225                   0.0574803
       120                   0.0671955                   0.0610287
       121                   0.0703007                   0.0681378
       122                   0.0703762                   0.0656675
       123                   0.0661707                    0.059658
       124                   0.0685497                   0.0648593
       125                   0.0716503                   0.0687546
       126                    0.071443                   0.0667386
       127                   0.0662474                   0.0615259
       128                   0.0727317                   0.0675262
       129                   0.0633679                   0.0606769
       130                   0.0707199                   0.0678744
       131                    0.063813                   0.0602521
       132                    0.068855                   0.0655943
       133                   0.0596786                   0.0568139
       134                   0.0671442                   0.0632301
       135                   0.0692958                   0.0655191
       136                   0.0670602                   0.0625267
       137                    0.066008                   0.0620391
       138                   0.0691237                   0.0660042
       139                   0.0671021                   0.0631422
       140                   0.0666014                   0.0635318
       141                   0.0699858                   0.0664643
       142                   0.0659224                   0.0621767
       143                   0.0624428                   0.0604832
       144                    0.066369                   0.0620858
       145                   0.0801189                   0.0772908
       146                   0.0670817                   0.0641639
       147                   0.0661474                   0.0614524
       148                   0.0634433                   0.0588309
       149                   0.0612744                   0.0577102
       150                   0.0710021                   0.0683918
       151                   0.0671407                   0.0650585
       152                   0.0671822                   0.0636571
       153                   0.0677315                   0.0642259
       154                   0.0659692                   0.0618217
       155                   0.0631556                   0.0579879
       156                   0.0672483                    0.063177
       157                   0.0722394                   0.0681672
       158                   0.0617692                   0.0572984
       159                   0.0742192                   0.0712198
       160                   0.0608247                   0.0550741
       161                   0.0682552                   0.0640405
       162                   0.0673494                   0.0652781
       163                   0.0741879                   0.0708379
       164                   0.0676356                   0.0649321
       165                   0.0710132                   0.0679006
       166                   0.0740031                   0.0704769
       167                   0.0581764                   0.0554023
       168                   0.0659497                   0.0613636
       169                   0.0724254                   0.0689228
       170                   0.0646928                   0.0600128
       171                   0.0605722                   0.0576126
       172                   0.0681125                   0.0659081
       173                   0.0648416                   0.0615515
       174                   0.0672045                   0.0624444
       175                   0.0665213                   0.0647453
       176                   0.0695496                   0.0667429
       177                   0.0696435                   0.0676557
       178                   0.0662867                   0.0621975
       179                   0.0668062                   0.0628592
       180                   0.0675913                   0.0632343
       181                   0.0666939                   0.0620796
       182                   0.0723571                   0.0682914
       183                   0.0699065                   0.0672174
       184                   0.0830311                   0.0797285
       185                   0.0630413                   0.0585747
       186                   0.0708459                   0.0665078
       187                   0.0630982                     0.05874
       188                    0.071028                   0.0672053
       189                   0.0661802                   0.0631207
       190                   0.0675948                   0.0622293
       191                   0.0660284                   0.0644349
       192                    0.066627                   0.0611124
       193                   0.0600054                   0.0559841
       194                   0.0658806                   0.0633797
       195                   0.0724224                   0.0674036
       196                    0.068796                   0.0662542
       197                   0.0624016                   0.0580933
       198                   0.0662917                   0.0636713
       199                   0.0748202                   0.0724931
       200                   0.0698092                   0.0638487
       201                   0.0680552                   0.0649692
       202                   0.0746199                   0.0700955
       203                   0.0698707                   0.0662015
       204                   0.0700179                   0.0667759
       205                   0.0664661                   0.0615105
       206                   0.0741633                    0.070978
       207                   0.0709516                   0.0674023
       208                   0.0659026                   0.0627888
       209                   0.0613237                   0.0582029
       210                   0.0717856                   0.0687383
       211                   0.0723658                   0.0693895
       212                    0.067982                   0.0648188
       213                    0.074198                   0.0710378
       214                   0.0668609                   0.0640154
       215                   0.0701268                   0.0666903
       216                   0.0684234                   0.0652494
       217                   0.0726077                   0.0703539
       218                   0.0612167                   0.0575409
       219                   0.0715048                   0.0670192
       220                    0.065183                   0.0624398
       221                   0.0642497                   0.0595443
       222                   0.0682112                   0.0628775
       223                   0.0756367                    0.070742
       224                   0.0643332                   0.0596355
       225                   0.0674998                   0.0636455
       226                   0.0702154                    0.065651
